location,context,source,target,notes,developer comments
StrStr.csv,en,You cannot send messages while in a match,You cannot send messages while in a match,,
StrStr.csv,en,Do you wish to leave this room?,Do you wish to leave this room?,,
StrStr.csv,en,Do you wish to close the game?,Do you wish to close the game?,,
StrStr.csv,en,You cannot change so frequently. Please wait 30 seconds before trying again.,You cannot change so frequently. Please wait 30 seconds before trying again.,,
StrStr.csv,en,"Starting Points: 35,000\\nExtension into South: At the end of 3rd East game, if 1st place has less than 40,000 points\\nLength: East Round Match\\nRed Five: 2\\nOpen Tanyao: On\\nTsumo Loss： On\\nWaiting Time: 5+20\n\\n - 8 Dead Wall tiles;\n\\n - 2,3,4,5,6,7,8-Man tiles are not used;\n\\n - “Chii” is not allowed;\n\\n - “North Wind” can be melded and used as a Kita Dora. Upon calling Kita, the player can draw an extra tile from the Dead Wall.\n\\n - “Tsumo” after Kita is considered a Dead Wall Draw;\n\\n - Kita is considered as a call (which disables Ippatsu/Miracle (Non-Dealer)/Nine Terminal Initial Draw/Double Riichi) but does not make Menzenchin invalid;\n\\n - Players can declare a Ron when others are Kita, but this has no Yaku;\n\\n - North Wind triplets are not considered as Yaku;","Starting Points: 35,000\\nExtension into South: At the end of 3rd East game, if 1st place has less than 40,000 points\\nLength: East Round Match\\nRed Five: 2\\nOpen Tanyao: On\\nTsumo Loss： On\\nWaiting Time: 5+20\n\\n - 8 Dead Wall tiles;\n\\n - 2,3,4,5,6,7,8-Man tiles are not used;\n\\n - “Chii” is not allowed;\n\\n - “North Wind” can be melded and used as a Kita Dora. Upon calling Kita, the player can draw an extra tile from the Dead Wall.\n\\n - “Tsumo” after Kita is considered a Dead Wall Draw;\n\\n - Kita is considered as a call (which disables Ippatsu/Miracle (Non-Dealer)/Nine Terminal Initial Draw/Double Riichi) but does not make Menzenchin invalid;\n\\n - Players can declare a Ron when others are Kita, but this has no Yaku;\n\\n - North Wind triplets are not considered as Yaku;",,
StrStr.csv,en,"Starting Points: 35,000\\nExtension into West: At the end of 3rd South game, if 1st place has less than 40,000 points\\nLength: Two-Wind Match\\nRed Five: 2\\nOpen Tanyao: On\\nTsumo Loss： On\\nWaiting Time: 5+20\n\\n - 8 Dead Wall tiles;\n\\n - 2,3,4,5,6,7,8-Man tiles are not used;\n\\n - “Chii” is not allowed;\n\\n - “North Wind” can be melded and used as a Kita Dora. Upon calling Kita, the player can draw an extra tile from the Dead Wall.\n\\n - “Tsumo” after Kita is considered a Dead Wall Draw;\n\\n - Kita is considered as a call (which disables Ippatsu/Miracle (Non-Dealer)/Nine Terminal Initial Draw/Double Riichi) but does not make Menzenchin invalid;\n\\n - Players can declare a Ron when others are Kita, but this has no Yaku;\n\\n - North Wind triplets are not considered as Yaku;","Starting Points: 35,000\\nExtension into West: At the end of 3rd South game, if 1st place has less than 40,000 points\\nLength: Two-Wind Match\\nRed Five: 2\\nOpen Tanyao: On\\nTsumo Loss： On\\nWaiting Time: 5+20\n\\n - 8 Dead Wall tiles;\n\\n - 2,3,4,5,6,7,8-Man tiles are not used;\n\\n - “Chii” is not allowed;\n\\n - “North Wind” can be melded and used as a Kita Dora. Upon calling Kita, the player can draw an extra tile from the Dead Wall.\n\\n - “Tsumo” after Kita is considered a Dead Wall Draw;\n\\n - Kita is considered as a call (which disables Ippatsu/Miracle (Non-Dealer)/Nine Terminal Initial Draw/Double Riichi) but does not make Menzenchin invalid;\n\\n - Players can declare a Ron when others are Kita, but this has no Yaku;\n\\n - North Wind triplets are not considered as Yaku;",,
StrStr.csv,en,"ATK: This stat increases with your average points won in the last 100 games;\\nDEF: This stat increases as your deal-in rate over the last 100 games decreases;\\nSPD: This stat increases as your win rate over the last 100 games increases;\\nLUK: This stat is higher when you had more Dora-Yaku (Dora, Ura Dora, Red Five & Ippatsu) in the last 20 wins.","ATK: This stat increases with your average points won in the last 100 games;\\nDEF: This stat increases as your deal-in rate over the last 100 games decreases;\\nSPD: This stat increases as your win rate over the last 100 games increases;\\nLUK: This stat is higher when you had more Dora-Yaku (Dora, Ura Dora, Red Five & Ippatsu) in the last 20 wins.",,
StrStr.csv,en,You have been removed from the room,You have been removed from the room,,
StrStr.csv,en,"Tips include: \\nSame Tile: When you select a tile, similar tiles in the discard pile will be highlighted \\nTenpai: Display the type and remaining quantity of tiles required to win when you achieve Tenpai \\nDora: Dora tiles will be highlighted.","Tips include: \\nSame Tile: When you select a tile, similar tiles in the discard pile will be highlighted \\nTenpai: Display the type and remaining quantity of tiles required to win when you achieve Tenpai \\nDora: Dora tiles will be highlighted.",,
StrStr.csv,en,"Open Tanyao: \\nWhen “Open Tanyao” is on, “Tanyao” also counts as a Yaku when you have called for tiles \\nWhen “Open Tanyao” is off, “Tanyao” only counts as a Yaku when you have Menzenchin (no calls made).","Open Tanyao: \\nWhen “Open Tanyao” is on, “Tanyao” also counts as a Yaku when you have called for tiles \\nWhen “Open Tanyao” is off, “Tanyao” only counts as a Yaku when you have Menzenchin (no calls made).",,
StrStr.csv,en,Players can get 1 Faith each time they summon. \\nClick the button on the left to enter Faith Shop. Rare items and characters can be purchased with Faith.,Players can get 1 Faith each time they summon. \\nClick the button on the left to enter Faith Shop. Rare items and characters can be purchased with Faith.,,
StrStr.csv,en,"In the tournament lobby, players can create and manage different tournaments using customized rules. \\n Illegal activities, such as gambling, are strictly prohibited in Mahjong Soul and will face serious consequences once found. We hope all players can work together to ensure a healthy gaming environment. \\n\\nParticipant:\\n - Tournament matches will not involve coppers or PTs. \\n - Tournament match results will not be reflected in “Recent Trends”, “Style (stats)” or “Match Info”, but may appear in “Recent High Score”. \\n - Players can only prepare for tournaments marked as “In Progress”. \\n - Tournament matches can only be spectated in corresponding tournament rooms with a 300 seconds delay. \\n - Participants can view the match logs of a tournament within the tournament room. \\n\\nOrganizer:\\n - Organizers can enter the organizer center to create and manage tournaments via “Manage Tournament” on mahjongsoul.yo-star.com. \\n - Each account can create up to 1 tournament every 7 days. \\n - Creating a tournament will cost 60 Jade. \\n - A tournament room will exist for up to 90 days, starting from the day it was created. \\n - Tournament matches will use the same rules as the standard Ranked Match if “Advanced Rules” are disabled. \\n - Creators can add other players as admins to help manage the tournament. \\n - Tournament admins may use statistical tools in the organizer center to analyze participant scores and rankings. \\n - Tournament matches must be manually activated by admins. Participants will not be randomly matched.","In the tournament lobby, players can create and manage different tournaments using customized rules. \\n Illegal activities, such as gambling, are strictly prohibited in Mahjong Soul and will face serious consequences once found. We hope all players can work together to ensure a healthy gaming environment. \\n\\nParticipant:\\n - Tournament matches will not involve coppers or PTs. \\n - Tournament match results will not be reflected in “Recent Trends”, “Style (stats)” or “Match Info”, but may appear in “Recent High Score”. \\n - Players can only prepare for tournaments marked as “In Progress”. \\n - Tournament matches can only be spectated in corresponding tournament rooms with a 300 seconds delay. \\n - Participants can view the match logs of a tournament within the tournament room. \\n\\nOrganizer:\\n - Organizers can enter the organizer center to create and manage tournaments via “Manage Tournament” on mahjongsoul.yo-star.com. \\n - Each account can create up to 1 tournament every 7 days. \\n - Creating a tournament will cost 60 Jade. \\n - A tournament room will exist for up to 90 days, starting from the day it was created. \\n - Tournament matches will use the same rules as the standard Ranked Match if “Advanced Rules” are disabled. \\n - Creators can add other players as admins to help manage the tournament. \\n - Tournament admins may use statistical tools in the organizer center to analyze participant scores and rankings. \\n - Tournament matches must be manually activated by admins. Participants will not be randomly matched.",,
StrStr.csv,en,"3-Player Mahjong Rules:\\n - Order Bonus +15, 0, -15\\n - 8 Dead Wall tiles\\n - 2M-8M tiles not used\\n - “Chii” is not allowed\\n -“North Wind” can be melded and used as a Kita Dora. Upon calling Kita, the player can draw an extra tile from the Dead Wall.\\n - “Tsumo” after Kita is considered a Dead Wall Draw\\n - Kita is considered as a call (which disables Ippatsu/Miracle (Non-Dealer)/Nine Terminal Initial Draw/Double Riichi) but does not make Menzenchin invalid\\n - Players can declare a Ron when others are Kita, but this has no Yaku\\n - North Winds are considered as Useless Wind when in triplets\\n - You may turn “Tsumo Loss” on or off in the advanced settings.","3-Player Mahjong Rules:\\n - Order Bonus +15, 0, -15\\n - 8 Dead Wall tiles\\n - 2M-8M tiles not used\\n - “Chii” is not allowed\\n -“North Wind” can be melded and used as a Kita Dora. Upon calling Kita, the player can draw an extra tile from the Dead Wall.\\n - “Tsumo” after Kita is considered a Dead Wall Draw\\n - Kita is considered as a call (which disables Ippatsu/Miracle (Non-Dealer)/Nine Terminal Initial Draw/Double Riichi) but does not make Menzenchin invalid\\n - Players can declare a Ron when others are Kita, but this has no Yaku\\n - North Winds are considered as Useless Wind when in triplets\\n - You may turn “Tsumo Loss” on or off in the advanced settings.",,
StrStr.csv,en,Cannot find match list. Please refresh and try again.,Cannot find match list. Please refresh and try again.,,
StrStr.csv,en,Failed to connect to match server. Please refresh and try again.,Failed to connect to match server. Please refresh and try again.,,
StrStr.csv,en,Match server list is empty. Unable to connect.,Match server list is empty. Unable to connect.,,
StrStr.csv,en,Poor network connection. Please use VPN or switch your internet environment.,Poor network connection. Please use VPN or switch your internet environment.,,
StrStr.csv,en,"“Tsumo Loss” is a rule that disregards the points that should be paid by the North player in a 3-Player Mahjong match. The points will still be calculated like a Tsumo game for 4-Player Mahjong. This makes the points won from Tsumo in a 3-Player game 1/3 or 1/4 lower than from the points won from Ron. \\nIf “Tsumo Loss” is turned off, the points that should be paid by the North player will be evenly distributed to the other two players. In this way, games won from both Tsumo and Ron will receive the same points.","“Tsumo Loss” is a rule that disregards the points that should be paid by the North player in a 3-Player Mahjong match. The points will still be calculated like a Tsumo game for 4-Player Mahjong. This makes the points won from Tsumo in a 3-Player game 1/3 or 1/4 lower than from the points won from Ron. \\nIf “Tsumo Loss” is turned off, the points that should be paid by the North player will be evenly distributed to the other two players. In this way, games won from both Tsumo and Ron will receive the same points.",,
StrStr.csv,en,"Rank Limit: Saint and above\n\\n4-player Order Bonus: 1st +15, 2nd +5, 3rd -5, 4th -15\n\\n3-player Order Bonus: 1st +15, 2nd +0, 3rd -15\n\\nIn Throne Room, Dora tips, same tile tips and Tenpai tips are disabled\n\\n\\nEast Round Match:\n\\nEntry Limit: 10000 Coppers\n\\nExchange Rate: 1000 Points = 200 Coppers\n\\nEntry Fee: 2000 Coppers\n\\n4-player Rank Bonus: 1st +60, 2nd +30, 3rd +0, 4th - penalty based on current rank\n\\n3-player Rank Bonus: 1st +120, 2nd +0, 3rd - penalty based on current rank\n\\n4-player Throne Chest Progress: 1st +260, 2nd +130, 3rd +95, 4th +60\n\\n3-player Throne Chest Progress: 1st +170, 2nd +100, 3rd +40\n\\n\\nSouth Round Match:\n\\nEntry Limit: 14000 Coppers\n\\nExchange Rate: 1000 Points = 280 Coppers\n\\nEntry Fee: 2800 Coppers\n\\n4-player Rank Bonus: 1st +120, 2nd +60, 3rd +0, 4th - penalty based on current rank\n\\n3-player Rank Bonus: 1st +240, 2nd 0, 3rd - penalty based on current rank\n\\n4-player Throne Chest Progress: 1st +360, 2nd +180, 3rd +130, 4th +80\n\\n3-player Throne Chest Progress: 1st +240, 2nd +135, 3rd +50\n\\n\\nYou will receive Coppers if you finish with positive match points, or lose Coppers if you finish in negativity.","Rank Limit: Saint and above\n\\n4-player Order Bonus: 1st +15, 2nd +5, 3rd -5, 4th -15\n\\n3-player Order Bonus: 1st +15, 2nd +0, 3rd -15\n\\nIn Throne Room, Dora tips, same tile tips and Tenpai tips are disabled\n\\n\\nEast Round Match:\n\\nEntry Limit: 10000 Coppers\n\\nExchange Rate: 1000 Points = 200 Coppers\n\\nEntry Fee: 2000 Coppers\n\\n4-player Rank Bonus: 1st +60, 2nd +30, 3rd +0, 4th - penalty based on current rank\n\\n3-player Rank Bonus: 1st +120, 2nd +0, 3rd - penalty based on current rank\n\\n4-player Throne Chest Progress: 1st +260, 2nd +130, 3rd +95, 4th +60\n\\n3-player Throne Chest Progress: 1st +170, 2nd +100, 3rd +40\n\\n\\nSouth Round Match:\n\\nEntry Limit: 14000 Coppers\n\\nExchange Rate: 1000 Points = 280 Coppers\n\\nEntry Fee: 2800 Coppers\n\\n4-player Rank Bonus: 1st +120, 2nd +60, 3rd +0, 4th - penalty based on current rank\n\\n3-player Rank Bonus: 1st +240, 2nd 0, 3rd - penalty based on current rank\n\\n4-player Throne Chest Progress: 1st +360, 2nd +180, 3rd +130, 4th +80\n\\n3-player Throne Chest Progress: 1st +240, 2nd +135, 3rd +50\n\\n\\nYou will receive Coppers if you finish with positive match points, or lose Coppers if you finish in negativity.",,
StrStr.csv,en,"Oops, you don't have enough coppers to enter this room. Please select a lower room level.","Oops, you don't have enough coppers to enter this room. Please select a lower room level.",,
StrStr.csv,en,"Oops, you cannot enter this room with your current rank. Please select a room appropriate to your rank.","Oops, you cannot enter this room with your current rank. Please select a room appropriate to your rank.",,
StrStr.csv,en,,,,
StrStr.csv,en,"Preparing tournament, stay tuned!","Preparing tournament, stay tuned!",,
StrStr.csv,en,Your friends are on their way,Your friends are on their way,,
StrStr.csv,en,"Shop closed, more items are coming.","Shop closed, more items are coming.",,
StrStr.csv,en,You cannot perform this action while in matchmaking,You cannot perform this action while in matchmaking,,
StrStr.csv,en,Deal-in is not the end; All Last is only the beginning!,Deal-in is not the end; All Last is only the beginning!,,
StrStr.csv,en,"No matter how big your hand is, a Tanyao will end it all.","No matter how big your hand is, a Tanyao will end it all.",,
StrStr.csv,en,"You must have Yaku to declare a win. Before you make a call (Chii/Pon/Kan), make sure you check if you have Yaku.","You must have Yaku to declare a win. Before you make a call (Chii/Pon/Kan), make sure you check if you have Yaku.",,
StrStr.csv,en,Go to settings menu to view all types of Yaku,Go to settings menu to view all types of Yaku,,
StrStr.csv,en,"In settings, you can choose to play a tile with single or double click","In settings, you can choose to play a tile with single or double click",,
StrStr.csv,en,Players who use IE or Opera browsers may encounter lag issues. We recommend Chrome，FireFox or Edge browsers.,Players who use IE or Opera browsers may encounter lag issues. We recommend Chrome，FireFox or Edge browsers.,,
StrStr.csv,en,Select your Riichi Bet style,Select your Riichi Bet style,,
StrStr.csv,en,Select the special effect when you win a hand,Select the special effect when you win a hand,,
StrStr.csv,en,Select your specific effect when declaring Riichi,Select your specific effect when declaring Riichi,,
StrStr.csv,en,Select your hand style,Select your hand style,,
StrStr.csv,en,Select the music played after you declare Riichi,Select the music played after you declare Riichi,,
StrStr.csv,en,Select a portrait frame,Select a portrait frame,,
StrStr.csv,en,Select your Tile Call Indicator style,Select your Tile Call Indicator style,,
StrStr.csv,en,Tile Call Indicator,Tile Call Indicator,,
StrStr.csv,en,New update available for iOS. Please download from the official website.,New update available for iOS. Please download from the official website.,,
StrStr.csv,en,Failed to retrieve version info. Please check your connection.,Failed to retrieve version info. Please check your connection.,,
StrStr.csv,en,AI(Easy),AI(Easy),,
StrStr.csv,en,AI(Normal),AI(Normal),,
StrStr.csv,en,Failed to download log data,Failed to download log data,,
StrStr.csv,en,"Connection error, please refresh and try again.","Connection error, please refresh and try again.",,
StrStr.csv,en,Auto Reconnect Failed,Auto Reconnect Failed,,
StrStr.csv,en,An error occurred when connecting to the Mahjong table,An error occurred when connecting to the Mahjong table,,
StrStr.csv,en,System under maintenance,System under maintenance,,
StrStr.csv,en,Unknown,Unknown,,
StrStr.csv,en,Game has already ended,Game has already ended,,
StrStr.csv,en,Failed to retrieve reconnection information,Failed to retrieve reconnection information,,
StrStr.csv,en,Just now,Just now,,
StrStr.csv,en,minutes,minutes,,
StrStr.csv,en,hours,hours,,
StrStr.csv,en,days,days,,
StrStr.csv,en,weeks,weeks,,
StrStr.csv,en,months,months,,
StrStr.csv,en,Second,Second,,
StrStr.csv,en,Minute,Minute,,
StrStr.csv,en,Hour,Hour,,
StrStr.csv,en,Day,Day,,
StrStr.csv,en,Friendly Match,Friendly Match,,
StrStr.csv,en,Successfully used,Successfully used,,
StrStr.csv,en,Tournament Match,Tournament Match,,
StrStr.csv,en,4-Player (1 Game),4-Player (1 Game),,
StrStr.csv,en,4-Player East,4-Player East,,
StrStr.csv,en,4-Player South,4-Player South,,
StrStr.csv,en,4-Player (vs AI),4-Player (vs AI),,
StrStr.csv,en,3-Player (1 Game),3-Player (1 Game),,
StrStr.csv,en,3-Player East,3-Player East,,
StrStr.csv,en,3-Player South,3-Player South,,
StrStr.csv,en,3-Player (vs AI),3-Player (vs AI),,
StrStr.csv,en,Cancel,Cancel,,
StrStr.csv,en,Use,Use,,
StrStr.csv,en,Do you wish to donate these gifts?,Do you wish to donate these gifts?,,
StrStr.csv,en,Donation Successful,Donation Successful,,
StrStr.csv,en,Choose one to Chii,Choose one to Chii,,
StrStr.csv,en,Choose one to Pon,Choose one to Pon,,
StrStr.csv,en,Current version,Current version,,
StrStr.csv,en,Real name authentication: Completed,Real name authentication: Completed,,
StrStr.csv,en,Real name authentication: Incomplete,Real name authentication: Incomplete,,
StrStr.csv,en,Enter number,Enter number,,
StrStr.csv,en,No Red Five,No Red Five,,
StrStr.csv,en,3 Red Five,3 Red Five,,
StrStr.csv,en,4 Red Five,4 Red Five,,
StrStr.csv,en,2 Red Five,2 Red Five,,
StrStr.csv,en,Enter Game MD5 Code:,Enter Game MD5 Code:,,
StrStr.csv,en,Connection lost. Please login again.,Connection lost. Please login again.,,
StrStr.csv,en,Disconnected. Trying to reconnect...,Disconnected. Trying to reconnect...,,
StrStr.csv,en,Unknown condition,Unknown condition,,
StrStr.csv,en,Reconnection successful,Reconnection successful,,
StrStr.csv,en,Logging In...,Logging In...,,
StrStr.csv,en,Friends Room,Friends Room,,
StrStr.csv,en,Search Log,Search Log,,
StrStr.csv,en,Enter your account,Enter your account,,
StrStr.csv,en,Enter your password,Enter your password,,
StrStr.csv,en,You've already logged into an account on this device. Please do not repeatedly login.,You've already logged into an account on this device. Please do not repeatedly login.,,
StrStr.csv,en,Connection Error,Connection Error,,
StrStr.csv,en,Registration Error,Registration Error,,
StrStr.csv,en,Network Error,Network Error,,
StrStr.csv,en,Authentication Error,Authentication Error,,
StrStr.csv,en,Unknown Error,Unknown Error,,
StrStr.csv,en,Your account has been banned for violating the game rules,Your account has been banned for violating the game rules,,
StrStr.csv,en,Permanently Banned,Permanently Banned,,
StrStr.csv,en,Banned until:,Banned until:,,
StrStr.csv,en,Reason:,Reason:,,
StrStr.csv,en,An unspecified error:,An unspecified error:,,
StrStr.csv,en,{0},{0},,
StrStr.csv,en,Online,Online,,
StrStr.csv,en,Do you wish to delete your friend {0}?,Do you wish to delete your friend {0}?,,
StrStr.csv,en,An error occurred while loading data {0},An error occurred while loading data {0},,
StrStr.csv,en,Added,Added,,
StrStr.csv,en,Sent,Sent,,
StrStr.csv,en,Final data unavailable,Final data unavailable,,
StrStr.csv,en,Choose one to Kan,Choose one to Kan,,
StrStr.csv,en,Ranked,Ranked,,
StrStr.csv,en,Join Room #,Join Room #,,
StrStr.csv,en,To,To,,
StrStr.csv,en,Enter Tournament,Enter Tournament,,
StrStr.csv,en,Match ID not found:,Match ID not found:,,
StrStr.csv,en,Error loading new data. Please try again later,Error loading new data. Please try again later,,
StrStr.csv,en,You are not following any tournament info,You are not following any tournament info,,
StrStr.csv,en,No tournament info found,No tournament info found,,
StrStr.csv,en,Mode,Mode,,
StrStr.csv,en,Thinking Time,Thinking Time,,
StrStr.csv,en,Red Five,Red Five,,
StrStr.csv,en,Open Tanyao,Open Tanyao,,
StrStr.csv,en,Disable,Disable,,
StrStr.csv,en,Enable,Enable,,
StrStr.csv,en,Starting Points,Starting Points,,
StrStr.csv,en,Minimum Points to Win,Minimum Points to Win,,
StrStr.csv,en,Busting,Busting,,
StrStr.csv,en,Automatic Win,Automatic Win,,
StrStr.csv,en,Riichi Points,Riichi Points,,
StrStr.csv,en,Continuance Counters Points,Continuance Counters Points,,
StrStr.csv,en,Noten Penalty,Noten Penalty,,
StrStr.csv,en,Goal,Goal,,
StrStr.csv,en,Uma,Uma,,
StrStr.csv,en,Game Tips,Game Tips,,
StrStr.csv,en,Mangan at Draw,Mangan at Draw,,
StrStr.csv,en,Kiriage Mangan,Kiriage Mangan,,
StrStr.csv,en,Open Dora,Open Dora,,
StrStr.csv,en,Kan Dora,Kan Dora,,
StrStr.csv,en,Ura Dora,Ura Dora,,
StrStr.csv,en,Kan-Ura Dora,Kan-Ura Dora,,
StrStr.csv,en,Reveal Dora immediately after calling Open Kan,Reveal Dora immediately after calling Open Kan,,
StrStr.csv,en,Four-Wind Discarded Draw,Four-Wind Discarded Draw,,
StrStr.csv,en,Four-Kan Abortive Draw,Four-Kan Abortive Draw,,
StrStr.csv,en,Four-Player Riichi Draw,Four-Player Riichi Draw,,
StrStr.csv,en,Nine Different Terminals and Honors,Nine Different Terminals and Honors,,
StrStr.csv,en,Triple-Ron Draw,Triple-Ron Draw,,
StrStr.csv,en,Head-Bump,Head-Bump,,
StrStr.csv,en,Dealer Repeats on Win,Dealer Repeats on Win,,
StrStr.csv,en,First Place All Last Dealer Win Ends Game,First Place All Last Dealer Win Ends Game,,
StrStr.csv,en,Dealer Repeats if Tenpai,Dealer Repeats if Tenpai,,
StrStr.csv,en,First Place All Last Dealer Tenpai Ends Game,First Place All Last Dealer Tenpai Ends Game,,
StrStr.csv,en,Ippatsu,Ippatsu,,
StrStr.csv,en,Extension to South/West,Extension to South/West,,
StrStr.csv,en,Game Log Link,Game Log Link,,
StrStr.csv,en,Successfully copied,Successfully copied,,
StrStr.csv,en,Mahjong Soul Game Log,Mahjong Soul Game Log,,
StrStr.csv,en,Copy,Copy,,
StrStr.csv,en,Enter link,Enter link,,
StrStr.csv,en,Confirm,Confirm,,
StrStr.csv,en,Failed to connect to chat room,Failed to connect to chat room,,
StrStr.csv,en,(System),(System),,
StrStr.csv,en,、,、,,
StrStr.csv,en,AI,AI,,
StrStr.csv,en,The game has begun!,The game has begun!,,
StrStr.csv,en,Game End:,Game End:,,
StrStr.csv,en,Points,Points,,
StrStr.csv,en,Open Tanyao Off,Open Tanyao Off,,
StrStr.csv,en,Open Tanyao On,Open Tanyao On,,
StrStr.csv,en,Last {0} Matches Total Hanchan Score:,Last {0} Matches Total Hanchan Score:,,
StrStr.csv,en,Match hasn't started,Match hasn't started,,
StrStr.csv,en,Waiting to start...,Waiting to start...,,
StrStr.csv,en,Prepare for match,Prepare for match,,
StrStr.csv,en,Match has ended,Match has ended,,
StrStr.csv,en,Followed,Followed,,
StrStr.csv,en,Follow,Follow,,
StrStr.csv,en,You are waiting for the match to start. Cannot view game logs.,You are waiting for the match to start. Cannot view game logs.,,
StrStr.csv,en,"You are in matchmaking, unable to spectate.","You are in matchmaking, unable to spectate.",,
StrStr.csv,en,Wan,Wan,,
StrStr.csv,en,Yi,Yi,,
StrStr.csv,en,Master,Master,,
StrStr.csv,en,Finding opponents,Finding opponents,,
StrStr.csv,en,Unable to find opponents. Please try again later,Unable to find opponents. Please try again later,,
StrStr.csv,en,Starting soon,Starting soon,,
StrStr.csv,en,My Profile,My Profile,,
StrStr.csv,en,"Display error, exceeded border","Display error, exceeded border",,
StrStr.csv,en,You've played a total of {0} hours,You've played a total of {0} hours,,
StrStr.csv,en,Gain {0} VIP Point or more to upgrade,Gain {0} VIP Point or more to upgrade,,
StrStr.csv,en,Condition: Gain {0} VIP Point,Condition: Gain {0} VIP Point,,
StrStr.csv,en,Failed to purchase {0},Failed to purchase {0},,
StrStr.csv,en,Successfully purchased {0},Successfully purchased {0},,
StrStr.csv,en,Yen,Yen,,
StrStr.csv,en,WeChat,WeChat,,
StrStr.csv,en,Alipay,Alipay,,
StrStr.csv,en,Jade,Jade,,
StrStr.csv,en,Coppers,Coppers,,
StrStr.csv,en,VIP,VIP,,
StrStr.csv,en,Recovering your last order,Recovering your last order,,
StrStr.csv,en,Unable to make purchases on iOS version at this time,Unable to make purchases on iOS version at this time,,
StrStr.csv,en,Exhaustive Draw,Exhaustive Draw,,
StrStr.csv,en,Nine Terminal Initial Draw,Nine Terminal Initial Draw,,
StrStr.csv,en,Four Winds Draw,Four Winds Draw,,
StrStr.csv,en,Four Quads Draw,Four Quads Draw,,
StrStr.csv,en,Four Riichi Draw,Four Riichi Draw,,
StrStr.csv,en,Three Rons Draw,Three Rons Draw,,
StrStr.csv,en,Tsumo,Tsumo,,
StrStr.csv,en,Ron,Ron,,
StrStr.csv,en,Invalid tile wall information,Invalid tile wall information,,
StrStr.csv,en,Waiting for other players to confirm,Waiting for other players to confirm,,
StrStr.csv,en,Incorrect legal name entered,Incorrect legal name entered,,
StrStr.csv,en,Authentication successful,Authentication successful,,
StrStr.csv,en,Invalid ID,Invalid ID,,
StrStr.csv,en,Refresh Now,Refresh Now,,
StrStr.csv,en,VIP Refresh:,VIP Refresh:,,
StrStr.csv,en,Refresh,Refresh,,
StrStr.csv,en,Refresh chance:,Refresh chance:,,
StrStr.csv,en,Remaining:,Remaining:,,
StrStr.csv,en,Purchase successful,Purchase successful,,
StrStr.csv,en,Unlock at Bond lv{0},Unlock at Bond lv{0},,
StrStr.csv,en,Riichi Bet,Riichi Bet,,
StrStr.csv,en,Riichi,Riichi,,
StrStr.csv,en,New look received\\nNew emoji received,New look received\\nNew emoji received,,
StrStr.csv,en,Left,Left,,
StrStr.csv,en,Loading page...,Loading page...,,
StrStr.csv,en,From:,From:,,
StrStr.csv,en,Tips Off,Tips Off,,
StrStr.csv,en,Summon,Summon,,
StrStr.csv,en,Turn Tsumo Loss Off,Turn Tsumo Loss Off,,
StrStr.csv,en,Turn Tsumo Loss On,Turn Tsumo Loss On,,
StrStr.csv,en,Do you wish to refresh the Misc Shop?,Do you wish to refresh the Misc Shop?,,
StrStr.csv,en,Not eligible,Not eligible,,
StrStr.csv,en,You are not eligible to participate in this tournament. Unable to start match,You are not eligible to participate in this tournament. Unable to start match,,
StrStr.csv,en,Requirements not met,Requirements not met,,
StrStr.csv,en,You must have a rank of {0} or higher to join the match.,You must have a rank of {0} or higher to join the match.,,
StrStr.csv,en,Each player can only join the match {0} time(s) during the tournament. You have run out of your chance(s).,Each player can only join the match {0} time(s) during the tournament. You have run out of your chance(s).,,
StrStr.csv,en,Yakuman Stacking Disabled,Yakuman Stacking Disabled,,
StrStr.csv,en,Successfully claimed,Successfully claimed,,
StrStr.csv,en,Owned:{0},Owned:{0},,
StrStr.csv,en,You cannot give any more gifts for today. Come back tomorrow!,You cannot give any more gifts for today. Come back tomorrow!,,
StrStr.csv,en,Hand,Hand,,
StrStr.csv,en,Download server:,Download server:,,
StrStr.csv,en,Overseas route,Overseas route,,
StrStr.csv,en,Domestic route,Domestic route,,
StrStr.csv,en,Game server:,Game server:,,
StrStr.csv,en,Registration Error. Error code {0},Registration Error. Error code {0},,
StrStr.csv,en,Watch Available,Watch Available,,
StrStr.csv,en,Majsoul Friends Room {0},Majsoul Friends Room {0},,
StrStr.csv,en,Network disconnected during payment,Network disconnected during payment,,
StrStr.csv,en,The request type does not support Billing API version,The request type does not support Billing API version,,
StrStr.csv,en,This item is temporarily unavailable,This item is temporarily unavailable,,
StrStr.csv,en,Error occurred during operation,Error occurred during operation,,
StrStr.csv,en,Purchase failed. You already have this item,Purchase failed. You already have this item,,
StrStr.csv,en,Game closed. Return to lobby,Game closed. Return to lobby,,
StrStr.csv,en,Cannot find my location,Cannot find my location,,
StrStr.csv,en,Insufficient {0}. Unable to redeem,Insufficient {0}. Unable to redeem,,
StrStr.csv,en,Successfully redeemed:{0},Successfully redeemed:{0},,
StrStr.csv,en,Revival Tokens,Revival Tokens,,
StrStr.csv,en,Data lost. Please refresh and try again,Data lost. Please refresh and try again,,
StrStr.csv,en,Successfully claimed:,Successfully claimed:,,
StrStr.csv,en,Quest,Quest,,
StrStr.csv,en,Settings,Settings,,
StrStr.csv,en,BGM,BGM,,
StrStr.csv,en,Mute,Mute,,
StrStr.csv,en,SE,SE,,
StrStr.csv,en,Voice,Voice,,
StrStr.csv,en,Audio,Audio,,
