path,target,translated
mj/info_md5|0|2|0,"Majsoul promises all games are randomly generated. At the beginning of each match, the tile wall is already pre-determined, so the tiles issued in each game will not be changed, or influenced by any external factor. To support this statement, we have introduced a MD5 verification system. \n The MD5 algorithm is a widely used cryptographic hash function. It converts the input bytes (tile wall sequence) into a series of hash value using an algorithm. MD5 is uni-directional, unique and chaotic. \n Uni-directional: The MD5 code generated cannot be reversed. Therefore, the MD5 code we provide cannot be decrypted. No one can see your tile wall in advance. (PS: Most MD5 hacking tools are brute-force attack tools. It will take millions of years before anyone hacks a tile wall.) \n Unique: Each input will only generate one unique MD5 code. \n Chaotic: Two tile wall sequences will have completely different MD5 codes even if there is only one different tile between them. \n The uniqueness and chaoticness ensure that tile walls cannot be modified. Otherwise, the MD5 code will significant change. \n MD5 verification steps:\n 1.In every match, players can click the Dora Indicator on the top left corner to view and record the tile wall MD5 code. Each flush of tile wall generates one set of MD5 code. \n 2.After a match, players can go to Log and verify if the MD5 code in each game (recorded in the Log) against the value recorded when the game was played. The MD5 code obtained during the game should be consistent with the MD5 code in the Log. \n 3.Each tile has a unique code. “Man” tiles are represented by “m”, “Pin” tiles are represented by “p”, “Sou” tiles are represented by “s” and word tiles are represented by “z”. For example, 1 Man is 1m, 9 Pin is 9p, 5 Sou is 5s. East, South, West, North, White, Green and Red are 1z, 2z, 3z, 4z, 5z, 6z and 7z accordingly. Special “Red” 5 Man is 0m, Red 5 Pin is 0p, Red 5 Sou is 0s. As such, each tile wall can be represented by a unique series of codes. For a tile wall of “8 Pin - 7 Sou - East - Red 5 Man”, the code will be 8p7s1z0m. Players can view tile walls in Log. A tile wall refers to the sequence of remaining tiles after all hands are drawn. Each tile wall displayed can be represented by a unique sequence using the method above. The tile wall code displayed at the bottom is generated using this method. \n 4.A common online MD5 encryption website can be accessed at http://tool.chinaz.com/tools/md5.aspx On the left box, enter the tile wall code obtained from step 3, then select “32 digit encryption (L)” in the center, you will find the corresponding MD5 code on the right. You can compare the MD5 code generated with the MD5 code provided in game. If they are the same, your tile wall was pre-determined from the moment it was generated. This is a proof that we have not modified it in any way. If the tile wall was tampered, the tiles issued would not match with the Log. The MD5 codes generated would not match either. \n Thank you for supporting Majsoul. We hope you enjoy the game and improve your skills every day.","Majsoul promises all games are randomly generated. At the beginning of each match, the tile wall is already pre-determined, so the tiles issued in each game will not be changed, or influenced by any external factor. To support this statement, we have introduced a MD5 verification system. \n The MD5 algorithm is a widely used cryptographic hash function. It converts the input bytes (tile wall sequence) into a series of hash value using an algorithm. MD5 is uni-directional, unique and chaotic. \n Uni-directional: The MD5 code generated cannot be reversed. Therefore, the MD5 code we provide cannot be decrypted. No one can see your tile wall in advance. (PS: Most MD5 hacking tools are brute-force attack tools. It will take millions of years before anyone hacks a tile wall.) \n Unique: Each input will only generate one unique MD5 code. \n Chaotic: Two tile wall sequences will have completely different MD5 codes even if there is only one different tile between them. \n The uniqueness and chaoticness ensure that tile walls cannot be modified. Otherwise, the MD5 code will significant change. \n MD5 verification steps:\n 1.In every match, players can click the Dora Indicator on the top left corner to view and record the tile wall MD5 code. Each flush of tile wall generates one set of MD5 code. \n 2.After a match, players can go to Log and verify if the MD5 code in each game (recorded in the Log) against the value recorded when the game was played. The MD5 code obtained during the game should be consistent with the MD5 code in the Log. \n 3.Each tile has a unique code. “Man” tiles are represented by “m”, “Pin” tiles are represented by “p”, “Sou” tiles are represented by “s” and word tiles are represented by “z”. For example, 1 Man is 1m, 9 Pin is 9p, 5 Sou is 5s. East, South, West, North, White, Green and Red are 1z, 2z, 3z, 4z, 5z, 6z and 7z accordingly. Special “Red” 5 Man is 0m, Red 5 Pin is 0p, Red 5 Sou is 0s. As such, each tile wall can be represented by a unique series of codes. For a tile wall of “8 Pin - 7 Sou - East - Red 5 Man”, the code will be 8p7s1z0m. Players can view tile walls in Log. A tile wall refers to the sequence of remaining tiles after all hands are drawn. Each tile wall displayed can be represented by a unique sequence using the method above. The tile wall code displayed at the bottom is generated using this method. \n 4.A common online MD5 encryption website can be accessed at http://tool.chinaz.com/tools/md5.aspx On the left box, enter the tile wall code obtained from step 3, then select “32 digit encryption (L)” in the center, you will find the corresponding MD5 code on the right. You can compare the MD5 code generated with the MD5 code provided in game. If they are the same, your tile wall was pre-determined from the moment it was generated. This is a proof that we have not modified it in any way. If the tile wall was tampered, the tiles issued would not match with the Log. The MD5 codes generated would not match either. \n Thank you for supporting Majsoul. We hope you enjoy the game and improve your skills every day."
mj/live_broadcast|0|1,Watch,관전
mj/live_broadcast|0|2|0|0,Show Hands,손패 보기
mj/live_broadcast|0|3|0|0,Deal-in Tile,대기패
mj/live_broadcast|0|4|0|0,View log,로그 보기
mj/live_broadcast|1,Real-time spectating,실시간 관전
mj/ob_replay|0|9|2,Turn,순
mj/ob_replay|1|1|0|2|4,Repeat Counter,연장
mj/ob_replay|1|1|0|4|1,Tsumo,쯔모
mj/ob_replay|1|1|0|5|1,Deal-in,방총
mj/ob_replay|2|1|0|2,Turn,순
mj/replay|1|9|2,Turn,순
mj/replay|1|13|1,Wall,패산
mj/replay|2|1|0|2|4,Repeat Counter,연장
mj/replay|2|1|0|3,Exhaustive Draw,유국
mj/replay|2|1|0|5|1,Deal-in,방총
mj/replay|3|1|0|2,Turn,순
mj/replay|4|1,Log,로그
mj/replay|4|2|0|0,Show Hands,손패 보기
mj/replay|4|3|0|0,Deal-in Tile,대기패
mj/replay|4|4|0|0,Effect Display,효과 표시
mj/replay|4|5|0|0,Show Nickname,닉네임 표시
mj/replay|5|0|0|1|1,Wall Code:,패산 코드:
mj/rewardprogress|1|0,Bond,인연
mj/rewardprogress|2|1,Bond Gift,인연 선물
mj/scorechange|6|3,Confirm,확인
mj/tingpai|0|2|0|1|0,Furiten,후리텐
mj/tingpai|0|2|1|1|0,Furiten,후리텐
mj/tingpai|0|2|2|1|0,Furiten,후리텐
mj/tingpai|0|2|3|1|0,Furiten,후리텐
mj/tingpai|0|2|4|1|0,Furiten,후리텐
mj/tingpai|0|2|5|1|0,Furiten,후리텐
mj/tingpai|0|2|6|1|0,Furiten,후리텐
mj/tingpai|0|2|7|1|0,Furiten,후리텐
mj/tingpai|0|2|8|1|0,Furiten,후리텐
mj/tingpai|0|2|9|1|0,Furiten,후리텐
mj/tingpai|0|2|10|1|0,Furiten,후리텐
mj/tingpai|0|2|11|1|0,Furiten,후리텐
mj/tingpai|0|2|12|1|0,Furiten,후리텐
mj/tingpai|0|2|13|1|0,Furiten,후리텐
mj/tingpai|0|2|14|1|0,Furiten,후리텐
mj/vote|0|2,Match End,경기 종료
mj/vote|0|3,Are you sure to vote to end the match?,경기 종료 투표를 하시겠습니까?
mj/vote|0|4,(The match will end once all players agree.),(모든 플레이어가 동의하면 경기가 종료됩니다.)
mj/vote|0|5|0,Confirm,확인
mj/vote|0|6|0,Cancel,취소
mj/vote_cd|0|2,Match End,경기 종료
mj/vote_cd|0|3,"Last vote was not agreed by all the players, please start the next vote after 5 minutes.","최근 투표에서 모든 플레이어가 동의하지 않았습니다. 5분 뒤에 다시 투표해주세요."
mj/vote_cd|0|5|0,Confirm,확인
mj/vote_progress|0|2,Match End,경기 종료
mj/vote_progress|0|3|0,Agree,동의
mj/vote_progress|0|4|0,Disagree,동의하지 않음
mj/win|1|6|0|1,Mangan at Draw,유국만관
mj/win|1|15|3,Confirm,확인
mj/win|1|19|0,Event Points：,이벤트 점수：
